TGL,Airline,delay,delay_normalized
2023-04-15,,2.0,0.434375
2023-04-15,Garuda Indonesia,41.0,0.475
2023-04-15,Batik Air,21.0,0.4541666666666666
2023-04-15,Lion Air,11.0,0.44375
2023-04-15,Wings Air,11.0,0.44375
2023-04-15,Lion Air,24.0,0.4572916666666666
2023-04-15,Batik Air,53.0,0.4875
2023-04-15,Lion Air,13.0,0.4458333333333333
2023-04-15,Citilink,12.0,0.4447916666666666
2023-04-15,Batik Air,56.0,0.490625
2023-04-15,Citilink,76.0,0.5114583333333333
2023-04-15,Garuda Indonesia,19.0,0.4520833333333333
2023-04-15,,15.0,0.4479166666666667
2023-04-15,Wings Air,43.0,0.4770833333333333
2023-04-15,Lion Air,52.0,0.4864583333333333
2023-04-15,,17.0,0.45
2023-04-15,My Indo Airlines,18.0,0.4510416666666667
2023-04-15,Wings Air,20.0,0.453125
2023-04-15,,39.0,0.4729166666666666
2023-04-15,Lion Air,63.0,0.4979166666666667
2023-04-15,Batik Air,20.0,0.453125
2023-04-16,Garuda Indonesia,78.0,0.5135416666666667
2023-04-16,Batik Air,32.0,0.465625
2023-04-16,Lion Air,51.0,0.4854166666666666
2023-04-16,Batik Air,16.0,0.4489583333333333
2023-04-16,Wings Air,41.0,0.475
2023-04-16,,12.0,0.4447916666666666
2023-04-16,Lion Air,13.0,0.4458333333333333
2023-04-16,Wings Air,17.0,0.45
2023-04-16,Citilink,2.0,0.434375
2023-04-16,Batik Air,1.0,0.4333333333333333
2023-04-16,Citilink,5.0,0.4375
2023-04-16,Lion Air,28.0,0.4614583333333333
2023-04-16,Citilink,12.0,0.4447916666666666
2023-04-16,NamAir,182.0,0.621875
2023-04-16,Batik Air,8.0,0.440625
2023-04-16,Wings Air,14.0,0.446875
2023-04-16,Batik Air,24.0,0.4572916666666666
2023-04-16,Lion Air,19.0,0.4520833333333333
2023-04-16,Wings Air,5.0,0.4375
2023-04-16,Batik Air,13.0,0.4458333333333333
2023-04-16,Garuda Indonesia,4.0,0.4364583333333333
2023-04-16,Lion Air,27.0,0.4604166666666666
2023-04-16,,37.0,0.4708333333333333
2023-04-16,NamAir,185.0,0.625
2023-04-16,Garuda Indonesia,19.0,0.4520833333333333
2023-04-16,Batik Air,13.0,0.4458333333333333
2023-04-16,Lion Air,13.0,0.4458333333333333
2023-04-16,Lion Air,10.0,0.4427083333333333
2023-04-18,Lion Air,22.0,0.4552083333333333
2023-04-18,Wings Air,3.0,0.4354166666666667
2023-04-18,Lion Air,15.0,0.4479166666666667
2023-04-18,Garuda Indonesia,20.0,0.453125
2023-04-18,Lion Air,27.0,0.4604166666666666
2023-04-18,Batik Air,13.0,0.4458333333333333
2023-04-18,Lion Air,21.0,0.4541666666666666
2023-04-18,Wings Air,5.0,0.4375
2023-04-18,Garuda Indonesia,29.0,0.4625
2023-04-18,Citilink,14.0,0.446875
2023-04-18,Lion Air,13.0,0.4458333333333333
2023-04-18,,1.0,0.4333333333333333
2023-04-18,,71.0,0.50625
2023-04-18,Lion Air,36.0,0.4697916666666666
2023-04-18,Citilink,6.0,0.4385416666666666
2023-04-18,Batik Air,6.0,0.4385416666666666
2023-04-18,Citilink,107.0,0.54375
2023-04-18,NamAir,2.0,0.434375
2023-04-18,Garuda Indonesia,18.0,0.4510416666666667
2023-04-18,,39.0,0.4729166666666666
2023-04-18,Garuda Indonesia,122.0,0.559375
2023-04-18,Batik Air,30.0,0.4635416666666667
2023-04-18,Wings Air,23.0,0.45625
2023-04-18,Wings Air,7.0,0.4395833333333333
2023-04-18,Citilink,40.0,0.4739583333333333
2023-04-18,Lion Air,9.0,0.4416666666666666
2023-04-18,,12.0,0.4447916666666666
2023-04-18,Batik Air,5.0,0.4375
2023-04-18,,319.0,0.7645833333333333
2023-04-18,Batik Air,9.0,0.4416666666666666
2023-04-18,Lion Air,39.0,0.4729166666666666
2023-04-18,Wings Air,22.0,0.4552083333333333
2023-04-18,Batik Air,54.0,0.4885416666666666
2023-04-18,Lion Air,10.0,0.4427083333333333
2023-04-19,NamAir,21.0,0.4541666666666666
2023-04-19,Lion Air,3.0,0.4354166666666667
2023-04-19,Wings Air,12.0,0.4447916666666666
2023-04-19,Citilink,13.0,0.4458333333333333
2023-04-19,Lion Air,11.0,0.44375
2023-04-19,Batik Air,96.0,0.5322916666666667
2023-04-19,Citilink,15.0,0.4479166666666667
2023-04-19,Batik Air,47.0,0.48125
2023-04-19,Batik Air,6.0,0.4385416666666666
2023-04-19,Wings Air,40.0,0.4739583333333333
2023-04-19,Lion Air,8.0,0.440625
2023-04-19,Batik Air,35.0,0.46875
2023-04-19,,545.0,1.0
2023-04-19,Garuda Indonesia,11.0,0.44375
2023-04-19,Lion Air,5.0,0.4375
2023-04-19,Lion Air,28.0,0.4614583333333333
2023-04-19,Wings Air,22.0,0.4552083333333333
2023-04-19,,43.0,0.4770833333333333
2023-04-19,Batik Air,23.0,0.45625
2023-04-19,Garuda Indonesia,3.0,0.4354166666666667
2023-04-19,Lion Air,11.0,0.44375
2023-04-19,,73.0,0.5083333333333333
2023-04-19,Lion Air,57.0,0.4916666666666666
2023-04-19,,53.0,0.4875
2023-04-19,Lion Air,24.0,0.4572916666666666
2023-04-19,Citilink,21.0,0.4541666666666666
2023-04-19,Batik Air,35.0,0.46875
2023-04-19,Citilink,33.0,0.4666666666666667
2023-04-19,Lion Air,79.0,0.5145833333333333
2023-04-19,Garuda Indonesia,15.0,0.4479166666666667
2023-04-19,,37.0,0.4708333333333333
2023-04-20,Batik Air,29.0,0.4625
2023-04-20,Lion Air,57.0,0.4916666666666666
2023-04-20,,17.0,0.45
2023-04-20,NamAir,63.0,0.4979166666666667
2023-04-20,Wings Air,6.0,0.4385416666666666
2023-04-20,Wings Air,20.0,0.453125
2023-04-20,,99.0,0.5354166666666667
2023-04-20,Batik Air,103.0,0.5395833333333333
2023-04-20,Garuda Indonesia,30.0,0.4635416666666667
2023-04-20,NamAir,43.0,0.4770833333333333
2023-04-20,Batik Air,114.0,0.5510416666666667
2023-04-20,Citilink,31.0,0.4645833333333333
2023-04-20,Citilink,38.0,0.471875
2023-04-20,Lion Air,78.0,0.5135416666666667
2023-04-20,,62.0,0.496875
2023-04-20,Lion Air,28.0,0.4614583333333333
2023-04-20,Citilink,16.0,0.4489583333333333
2023-04-20,Garuda Indonesia,7.0,0.4395833333333333
2023-04-20,Lion Air,20.0,0.453125
2023-04-20,Wings Air,12.0,0.4447916666666666
2023-04-20,Batik Air,20.0,0.453125
2023-04-20,Garuda Indonesia,3.0,0.4354166666666667
2023-04-20,Lion Air,13.0,0.4458333333333333
2023-04-20,Batik Air,15.0,0.4479166666666667
2023-04-20,Lion Air,23.0,0.45625
2023-04-20,Lion Air,3.0,0.4354166666666667
2023-04-20,Garuda Indonesia,9.0,0.4416666666666666
2023-04-20,Batik Air,29.0,0.4625
2023-04-20,Lion Air,8.0,0.440625
2023-04-20,Wings Air,45.0,0.4791666666666667
2023-04-20,NamAir,75.0,0.5104166666666666
2023-04-21,Lion Air,2.0,0.434375
2023-04-21,Wings Air,16.0,0.4489583333333333
2023-04-21,,14.0,0.446875
2023-04-21,NamAir,9.0,0.4416666666666666
2023-04-21,Wings Air,8.0,0.440625
2023-04-21,Batik Air,5.0,0.4375
2023-04-21,,26.0,0.459375
2023-04-21,Garuda Indonesia,18.0,0.4510416666666667
2023-04-21,Lion Air,26.0,0.459375
2023-04-21,Citilink,47.0,0.48125
2023-04-21,Batik Air,52.0,0.4864583333333333
2023-04-21,Citilink,16.0,0.4489583333333333
2023-04-21,Lion Air,19.0,0.4520833333333333
2023-04-21,,9.0,0.4416666666666666
2023-04-21,Batik Air,99.0,0.5354166666666667
2023-04-21,Garuda Indonesia,22.0,0.4552083333333333
2023-04-21,Citilink,22.0,0.4552083333333333
2023-04-21,Batik Air,4.0,0.4364583333333333
2023-04-21,,91.0,0.5270833333333333
2023-04-21,Batik Air,6.0,0.4385416666666666
2023-04-21,Lion Air,15.0,0.4479166666666667
2023-04-21,Lion Air,10.0,0.4427083333333333
2023-04-21,Garuda Indonesia,10.0,0.4427083333333333
2023-04-21,Citilink,18.0,0.4510416666666667
2023-04-21,Batik Air,3.0,0.4354166666666667
2023-04-21,Lion Air,4.0,0.4364583333333333
2023-04-21,Wings Air,17.0,0.45
2023-04-21,Lion Air,26.0,0.459375
2023-04-21,NamAir,16.0,0.4489583333333333
2023-04-22,Citilink,16.0,0.4489583333333333
2023-04-22,Batik Air,15.0,0.4479166666666667
2023-04-22,Citilink,36.0,0.4697916666666666
2023-04-22,Lion Air,38.0,0.471875
2023-04-22,,8.0,0.440625
2023-04-22,Wings Air,15.0,0.4479166666666667
2023-04-22,Lion Air,3.0,0.4354166666666667
2023-04-22,Batik Air,7.0,0.4395833333333333
2023-04-22,Garuda Indonesia,4.0,0.4364583333333333
2023-04-22,Garuda Indonesia,5.0,0.4375
2023-04-22,Citilink,8.0,0.440625
2023-04-22,Lion Air,6.0,0.4385416666666666
2023-04-22,Citilink,3.0,0.4354166666666667
2023-04-23,Batik Air,5.0,0.4375
2023-04-23,Wings Air,9.0,0.4416666666666666
2023-04-23,NamAir,1.0,0.4333333333333333
2023-04-23,Garuda Indonesia,5.0,0.4375
2023-04-23,Batik Air,2.0,0.434375
2023-04-23,Batik Air,10.0,0.4427083333333333
2023-04-23,Lion Air,12.0,0.4447916666666666
2023-04-23,Garuda Indonesia,11.0,0.44375
2023-04-23,,4.0,0.4364583333333333
2023-04-23,Wings Air,5.0,0.4375
2023-04-23,Lion Air,9.0,0.4416666666666666
2023-04-23,,18.0,0.4510416666666667
2023-04-23,Lion Air,29.0,0.4625
2023-04-23,Citilink,14.0,0.446875
2023-04-23,Batik Air,11.0,0.44375
2023-04-23,Wings Air,1.0,0.4333333333333333
2023-04-23,Batik Air,6.0,0.4385416666666666
2023-04-24,Citilink,9.0,0.4416666666666666
2023-04-24,Batik Air,8.0,0.440625
2023-04-24,Lion Air,27.0,0.4604166666666666
2023-04-24,,102.0,0.5385416666666667
2023-04-24,,8.0,0.440625
2023-04-24,Batik Air,6.0,0.4385416666666666
2023-04-24,Batik Air,22.0,0.4552083333333333
2023-04-24,Batik Air,4.0,0.4364583333333333
2023-04-24,Citilink,19.0,0.4520833333333333
2023-04-24,Lion Air,9.0,0.4416666666666666
2023-04-24,Garuda Indonesia,1.0,0.4333333333333333
2023-04-24,,22.0,0.4552083333333333
2023-04-24,Lion Air,16.0,0.4489583333333333
2023-04-24,Batik Air,8.0,0.440625
2023-04-24,Citilink,22.0,0.4552083333333333
2023-04-24,Batik Air,5.0,0.4375
2023-04-24,Lion Air,10.0,0.4427083333333333
2023-04-24,Wings Air,2.0,0.434375
2023-04-24,NamAir,19.0,0.4520833333333333
2023-04-24,Garuda Indonesia,5.0,0.4375
2023-04-24,Citilink,11.0,0.44375
2023-04-25,Citilink,50.0,0.484375
2023-04-25,Lion Air,30.0,0.4635416666666667
2023-04-25,Lion Air,10.0,0.4427083333333333
2023-04-25,Garuda Indonesia,14.0,0.446875
2023-04-25,,29.0,0.4625
2023-04-25,,22.0,0.4552083333333333
2023-04-25,Batik Air,9.0,0.4416666666666666
2023-04-25,Batik Air,2.0,0.434375
2023-04-25,Lion Air,18.0,0.4510416666666667
2023-04-25,Batik Air,73.0,0.5083333333333333
2023-04-25,Citilink,14.0,0.446875
2023-04-25,Wings Air,1.0,0.4333333333333333
2023-04-25,NamAir,23.0,0.45625
2023-04-25,Garuda Indonesia,8.0,0.440625
2023-04-25,Batik Air,7.0,0.4395833333333333
2023-04-25,Lion Air,6.0,0.4385416666666666
2023-04-25,Citilink,10.0,0.4427083333333333
2023-04-25,Citilink,5.0,0.4375
2023-04-25,Lion Air,8.0,0.440625
2023-04-25,Lion Air,13.0,0.4458333333333333
2023-04-25,Garuda Indonesia,5.0,0.4375
2023-04-25,Batik Air,3.0,0.4354166666666667
2023-04-25,Lion Air,13.0,0.4458333333333333
2023-04-26,Garuda Indonesia,1.0,0.4333333333333333
2023-04-26,Batik Air,31.0,0.4645833333333333
2023-04-26,,26.0,0.459375
2023-04-26,Citilink,27.0,0.4604166666666666
2023-04-26,Lion Air,11.0,0.44375
2023-04-26,Citilink,29.0,0.4625
2023-04-26,,17.0,0.45
2023-04-26,Garuda Indonesia,7.0,0.4395833333333333
2023-04-26,Lion Air,5.0,0.4375
2023-04-26,Batik Air,1.0,0.4333333333333333
2023-04-26,Citilink,11.0,0.44375
2023-04-26,NamAir,23.0,0.45625
2023-04-26,Citilink,7.0,0.4395833333333333
2023-04-26,Lion Air,5.0,0.4375
2023-04-26,My Indo Airlines,30.0,0.4635416666666667
2023-04-26,,8.0,0.440625
2023-04-26,Lion Air,4.0,0.4364583333333333
2023-04-26,Garuda Indonesia,8.0,0.440625
2023-04-26,Batik Air,2.0,0.434375
2023-04-26,Lion Air,2.0,0.434375
2023-04-26,Wings Air,6.0,0.4385416666666666
2023-04-26,Lion Air,12.0,0.4447916666666666
2023-04-26,Batik Air,5.0,0.4375
2023-04-26,Batik Air,46.0,0.4802083333333333
2023-04-27,Lion Air,9.0,0.4416666666666666
2023-04-27,Batik Air,9.0,0.4416666666666666
2023-04-27,Citilink,49.0,0.4833333333333333
2023-04-27,,69.0,0.5041666666666667
2023-04-27,Lion Air,62.0,0.496875
2023-04-27,Garuda Indonesia,12.0,0.4447916666666666
2023-04-27,,138.0,0.5760416666666667
2023-04-27,Batik Air,20.0,0.453125
2023-04-27,,40.0,0.4739583333333333
2023-04-27,Lion Air,11.0,0.44375
2023-04-27,Batik Air,20.0,0.453125
2023-04-27,Citilink,31.0,0.4645833333333333
2023-04-27,Batik Air,19.0,0.4520833333333333
2023-04-27,Lion Air,38.0,0.471875
2023-04-27,Citilink,12.0,0.4447916666666666
2023-04-27,Batik Air,79.0,0.5145833333333333
2023-04-27,Wings Air,11.0,0.44375
2023-04-27,Lion Air,10.0,0.4427083333333333
2023-04-27,Wings Air,6.0,0.4385416666666666
2023-04-27,Batik Air,14.0,0.446875
2023-04-27,Lion Air,36.0,0.4697916666666666
2023-04-27,Garuda Indonesia,14.0,0.446875
2023-04-27,Citilink,119.0,0.55625
2023-04-27,Garuda Indonesia,8.0,0.440625
2023-04-28,,61.0,0.4958333333333333
2023-04-28,Batik Air,15.0,0.4479166666666667
2023-04-28,Lion Air,18.0,0.4510416666666667
2023-04-28,NamAir,31.0,0.4645833333333333
2023-04-28,Citilink,42.0,0.4760416666666666
2023-04-28,Batik Air,2.0,0.434375
2023-04-28,,36.0,0.4697916666666666
2023-04-28,Garuda Indonesia,6.0,0.4385416666666666
2023-04-28,Lion Air,29.0,0.4625
2023-04-28,Citilink,56.0,0.490625
2023-04-28,Wings Air,20.0,0.453125
2023-04-28,Batik Air,23.0,0.45625
2023-04-28,Wings Air,39.0,0.4729166666666666
2023-04-28,Lion Air,1.0,0.4333333333333333
2023-04-28,Batik Air,17.0,0.45
2023-04-28,Garuda Indonesia,8.0,0.440625
2023-04-28,NamAir,13.0,0.4458333333333333
2023-04-28,Citilink,14.0,0.446875
2023-04-28,Lion Air,50.0,0.484375
2023-04-28,,13.0,0.4458333333333333
2023-04-28,Lion Air,49.0,0.4833333333333333
2023-04-28,Garuda Indonesia,16.0,0.4489583333333333
2023-04-28,Batik Air,13.0,0.4458333333333333
2023-04-28,Batik Air,3.0,0.4354166666666667
2023-04-28,Lion Air,75.0,0.5104166666666666
2023-04-28,Citilink,18.0,0.4510416666666667
2023-04-28,Lion Air,25.0,0.4583333333333333
2023-04-28,Wings Air,12.0,0.4447916666666666
2023-04-29,Wings Air,12.0,0.4447916666666666
2023-04-29,Citilink,22.0,0.4552083333333333
2023-04-29,Citilink,10.0,0.4427083333333333
2023-04-29,Batik Air,51.0,0.4854166666666666
2023-04-29,Lion Air,61.0,0.4958333333333333
2023-04-29,Garuda Indonesia,37.0,0.4708333333333333
2023-04-29,,7.0,0.4395833333333333
2023-04-29,,81.0,0.5166666666666667
2023-04-29,Batik Air,37.0,0.4708333333333333
2023-04-29,Wings Air,8.0,0.440625
2023-04-29,,56.0,0.490625
2023-04-29,Lion Air,31.0,0.4645833333333333
2023-04-29,Lion Air,21.0,0.4541666666666666
2023-04-29,Batik Air,30.0,0.4635416666666667
2023-04-29,Batik Air,13.0,0.4458333333333333
2023-04-29,Wings Air,49.0,0.4833333333333333
2023-04-29,Lion Air,15.0,0.4479166666666667
2023-04-29,Batik Air,27.0,0.4604166666666666
2023-04-29,Lion Air,69.0,0.5041666666666667
2023-04-29,Garuda Indonesia,7.0,0.4395833333333333
2023-04-29,Wings Air,7.0,0.4395833333333333
2023-04-29,Citilink,8.0,0.440625
2023-04-29,Lion Air,4.0,0.4364583333333333
2023-04-29,Lion Air,11.0,0.44375
2023-04-29,Garuda Indonesia,2.0,0.434375
2023-04-29,Batik Air,16.0,0.4489583333333333
2023-04-29,Citilink,6.0,0.4385416666666666
2023-04-29,Lion Air,15.0,0.4479166666666667
2023-04-30,Citilink,26.0,0.459375
2023-04-30,Batik Air,6.0,0.4385416666666666
2023-04-30,Batik Air,10.0,0.4427083333333333
2023-04-30,Lion Air,21.0,0.4541666666666666
2023-04-30,Citilink,24.0,0.4572916666666666
2023-04-30,Lion Air,34.0,0.4677083333333333
2023-04-30,Garuda Indonesia,19.0,0.4520833333333333
2023-04-30,,21.0,0.4541666666666666
2023-04-30,Batik Air,51.0,0.4854166666666666
2023-04-30,,21.0,0.4541666666666666
2023-04-30,Lion Air,71.0,0.50625
2023-04-30,Batik Air,14.0,0.446875
2023-04-30,Citilink,34.0,0.4677083333333333
2023-04-30,Batik Air,6.0,0.4385416666666666
2023-04-30,Lion Air,27.0,0.4604166666666666
2023-04-30,Wings Air,13.0,0.4458333333333333
2023-04-30,Lion Air,14.0,0.446875
2023-04-30,Wings Air,9.0,0.4416666666666666
2023-04-30,Lion Air,11.0,0.44375
2023-04-30,Lion Air,3.0,0.4354166666666667
2023-04-30,,20.0,0.453125
2023-04-30,Citilink,16.0,0.4489583333333333
2023-04-30,NamAir,37.0,0.4708333333333333
2023-04-30,Lion Air,39.0,0.4729166666666666
2023-04-30,Garuda Indonesia,16.0,0.4489583333333333
2023-04-30,Batik Air,25.0,0.4583333333333333
2023-04-30,Garuda Indonesia,13.0,0.4458333333333333
2023-05-01,,48.0,0.4822916666666667
2023-05-01,Batik Air,48.0,0.4822916666666667
2023-05-01,Lion Air,55.0,0.4895833333333333
2023-05-01,Wings Air,23.0,0.45625
2023-05-01,Batik Air,21.0,0.4541666666666666
2023-05-01,Lion Air,139.0,0.5770833333333333
2023-05-01,Lion Air,35.0,0.46875
2023-05-01,Citilink,37.0,0.4708333333333333
2023-05-01,Batik Air,3.0,0.4354166666666667
2023-05-01,Citilink,22.0,0.4552083333333333
2023-05-01,,13.0,0.4458333333333333
2023-05-01,Citilink,16.0,0.4489583333333333
2023-05-01,,41.0,0.475
2023-05-01,Batik Air,20.0,0.453125
2023-05-01,Garuda Indonesia,28.0,0.4614583333333333
2023-05-01,Lion Air,7.0,0.4395833333333333
2023-05-01,Batik Air,11.0,0.44375
2023-05-01,Lion Air,14.0,0.446875
2023-05-01,Lion Air,17.0,0.45
2023-05-01,Citilink,17.0,0.45
2023-05-01,Lion Air,14.0,0.446875
2023-05-01,NamAir,8.0,0.440625
2023-05-01,Lion Air,91.0,0.5270833333333333
2023-05-01,Garuda Indonesia,18.0,0.4510416666666667
2023-05-01,Batik Air,3.0,0.4354166666666667
2023-05-01,Lion Air,18.0,0.4510416666666667
2023-05-01,Wings Air,8.0,0.440625
2023-05-02,Batik Air,67.0,0.5020833333333333
2023-05-02,Batik Air,21.0,0.4541666666666666
2023-05-02,Lion Air,20.0,0.453125
2023-05-02,,42.0,0.4760416666666666
2023-05-02,Wings Air,21.0,0.4541666666666666
2023-05-02,Garuda Indonesia,14.0,0.446875
2023-05-02,,37.0,0.4708333333333333
2023-05-02,Lion Air,72.0,0.5072916666666667
2023-05-02,Citilink,15.0,0.4479166666666667
2023-05-02,Batik Air,6.0,0.4385416666666666
2023-05-02,Lion Air,10.0,0.4427083333333333
2023-05-02,Batik Air,98.0,0.534375
2023-05-02,Citilink,10.0,0.4427083333333333
2023-05-02,Citilink,28.0,0.4614583333333333
2023-05-02,Lion Air,14.0,0.446875
2023-05-02,Wings Air,7.0,0.4395833333333333
2023-05-02,Lion Air,22.0,0.4552083333333333
2023-05-02,Wings Air,3.0,0.4354166666666667
2023-05-02,Batik Air,9.0,0.4416666666666666
2023-05-02,Lion Air,2.0,0.434375
2023-05-02,,6.0,0.4385416666666666
2023-05-02,Garuda Indonesia,13.0,0.4458333333333333
2023-05-02,Lion Air,21.0,0.4541666666666666
2023-05-02,Wings Air,10.0,0.4427083333333333
2023-05-02,NamAir,6.0,0.4385416666666666
2023-05-02,Garuda Indonesia,17.0,0.45
2023-05-02,,15.0,0.4479166666666667
2023-05-02,Batik Air,6.0,0.4385416666666666
2023-05-03,Batik Air,41.0,0.475
2023-05-03,Batik Air,28.0,0.4614583333333333
2023-05-03,Lion Air,44.0,0.478125
2023-05-03,,49.0,0.4833333333333333
2023-05-03,NamAir,3.0,0.4354166666666667
2023-05-03,Wings Air,10.0,0.4427083333333333
2023-05-03,,74.0,0.509375
2023-05-03,Lion Air,10.0,0.4427083333333333
2023-05-03,Garuda Indonesia,9.0,0.4416666666666666
2023-05-03,Lion Air,53.0,0.4875
2023-05-03,Citilink,34.0,0.4677083333333333
2023-05-03,Batik Air,57.0,0.4916666666666666
2023-05-03,Citilink,47.0,0.48125
2023-05-03,Batik Air,32.0,0.465625
2023-05-03,,2.0,0.434375
2023-05-03,Lion Air,17.0,0.45
2023-05-03,,48.0,0.4822916666666667
2023-05-03,Citilink,15.0,0.4479166666666667
2023-05-03,Lion Air,2.0,0.434375
2023-05-03,Garuda Indonesia,17.0,0.45
2023-05-03,Lion Air,11.0,0.44375
2023-05-03,Lion Air,4.0,0.4364583333333333
2023-05-03,Batik Air,11.0,0.44375
2023-05-03,Wings Air,4.0,0.4364583333333333
2023-05-03,NamAir,6.0,0.4385416666666666
2023-05-03,Garuda Indonesia,11.0,0.44375
2023-05-03,Batik Air,23.0,0.45625
2023-05-03,Lion Air,14.0,0.446875
2023-05-03,Wings Air,68.0,0.503125
2023-05-03,Citilink,16.0,0.4489583333333333
2023-05-04,,24.0,0.4572916666666666
2023-05-04,Lion Air,44.0,0.478125
2023-05-04,Wings Air,12.0,0.4447916666666666
2023-05-04,,8.0,0.440625
2023-05-04,Batik Air,50.0,0.484375
2023-05-04,Lion Air,16.0,0.4489583333333333
2023-05-04,Garuda Indonesia,9.0,0.4416666666666666
2023-05-04,Citilink,34.0,0.4677083333333333
2023-05-04,Lion Air,21.0,0.4541666666666666
2023-05-04,Batik Air,16.0,0.4489583333333333
2023-05-04,,19.0,0.4520833333333333
2023-05-04,Batik Air,5.0,0.4375
2023-05-04,Batik Air,4.0,0.4364583333333333
2023-05-04,Wings Air,33.0,0.4666666666666667
2023-05-04,Citilink,15.0,0.4479166666666667
2023-05-04,Batik Air,23.0,0.45625
2023-05-04,Lion Air,15.0,0.4479166666666667
2023-05-04,Wings Air,6.0,0.4385416666666666
2023-05-04,NamAir,21.0,0.4541666666666666
2023-05-04,Garuda Indonesia,13.0,0.4458333333333333
2023-05-04,Batik Air,21.0,0.4541666666666666
2023-05-04,Lion Air,6.0,0.4385416666666666
2023-05-04,Lion Air,10.0,0.4427083333333333
2023-05-05,Wings Air,15.0,0.4479166666666667
2023-05-05,Batik Air,46.0,0.4802083333333333
2023-05-05,,34.0,0.4677083333333333
2023-05-05,Lion Air,163.0,0.6020833333333333
2023-05-05,Batik Air,44.0,0.478125
2023-05-05,Batik Air,4.0,0.4364583333333333
2023-05-05,Lion Air,52.0,0.4864583333333333
2023-05-05,Garuda Indonesia,24.0,0.4572916666666666
2023-05-05,Lion Air,63.0,0.4979166666666667
2023-05-05,Citilink,48.0,0.4822916666666667
2023-05-05,Citilink,34.0,0.4677083333333333
2023-05-05,,91.0,0.5270833333333333
2023-05-05,Batik Air,17.0,0.45
2023-05-05,Citilink,12.0,0.4447916666666666
2023-05-05,Batik Air,1.0,0.4333333333333333
2023-05-05,Wings Air,44.0,0.478125
2023-05-05,Batik Air,11.0,0.44375
2023-05-05,Lion Air,15.0,0.4479166666666667
2023-05-05,Wings Air,18.0,0.4510416666666667
2023-05-05,Citilink,13.0,0.4458333333333333
2023-05-05,NamAir,20.0,0.453125
2023-05-05,Garuda Indonesia,4.0,0.4364583333333333
2023-05-05,Lion Air,6.0,0.4385416666666666
2023-05-05,Lion Air,55.0,0.4895833333333333
2023-05-06,Batik Air,15.0,0.4479166666666667
2023-05-06,,90.0,0.5260416666666666
2023-05-06,Wings Air,45.0,0.4791666666666667
2023-05-06,My Indo Airlines,8.0,0.440625
2023-05-06,,117.0,0.5541666666666667
2023-05-06,Lion Air,56.0,0.490625
2023-05-06,Garuda Indonesia,32.0,0.465625
2023-05-06,Citilink,42.0,0.4760416666666666
2023-05-06,Batik Air,4.0,0.4364583333333333
2023-05-06,Citilink,15.0,0.4479166666666667
2023-05-06,Lion Air,114.0,0.5510416666666667
2023-05-06,Batik Air,18.0,0.4510416666666667
2023-05-06,Lion Air,6.0,0.4385416666666666
2023-05-06,Citilink,9.0,0.4416666666666666
2023-05-06,Wings Air,20.0,0.453125
2023-05-06,Lion Air,13.0,0.4458333333333333
2023-05-06,Batik Air,23.0,0.45625
2023-05-06,Garuda Indonesia,12.0,0.4447916666666666
2023-05-06,Wings Air,7.0,0.4395833333333333
2023-05-06,Lion Air,5.0,0.4375
2023-05-06,Garuda Indonesia,10.0,0.4427083333333333
2023-05-06,Wings Air,6.0,0.4385416666666666
2023-05-06,,47.0,0.48125
2023-05-06,Lion Air,11.0,0.44375
2023-05-06,Batik Air,1.0,0.4333333333333333
2023-05-06,Batik Air,12.0,0.4447916666666666
2023-05-07,Wings Air,18.0,0.4510416666666667
2023-05-07,,43.0,0.4770833333333333
2023-05-07,Batik Air,33.0,0.4666666666666667
2023-05-07,My Indo Airlines,5.0,0.4375
2023-05-07,Lion Air,17.0,0.45
2023-05-07,Batik Air,38.0,0.471875
2023-05-07,,48.0,0.4822916666666667
2023-05-07,Lion Air,58.0,0.4927083333333333
2023-05-07,Garuda Indonesia,5.0,0.4375
2023-05-07,Lion Air,14.0,0.446875
2023-05-07,Citilink,18.0,0.4510416666666667
2023-05-07,Batik Air,34.0,0.4677083333333333
2023-05-07,Citilink,66.0,0.5010416666666667
2023-05-07,,130.0,0.5677083333333334
2023-05-07,Batik Air,9.0,0.4416666666666666
2023-05-07,Batik Air,4.0,0.4364583333333333
2023-05-07,,52.0,0.4864583333333333
2023-05-07,Lion Air,9.0,0.4416666666666666
2023-05-07,Citilink,10.0,0.4427083333333333
2023-05-07,NamAir,15.0,0.4479166666666667
2023-05-07,Batik Air,11.0,0.44375
2023-05-07,Lion Air,24.0,0.4572916666666666
2023-05-07,Wings Air,6.0,0.4385416666666666
2023-05-07,Wings Air,13.0,0.4458333333333333
2023-05-07,Citilink,20.0,0.453125
2023-05-08,,9.0,0.4416666666666666
2023-05-08,Lion Air,24.0,0.4572916666666666
2023-05-08,,21.0,0.4541666666666666
2023-05-08,NamAir,5.0,0.4375
2023-05-08,Wings Air,14.0,0.446875
2023-05-08,Citilink,156.0,0.5947916666666667
2023-05-08,Garuda Indonesia,10.0,0.4427083333333333
2023-05-08,Lion Air,13.0,0.4458333333333333
2023-05-08,Citilink,49.0,0.4833333333333333
2023-05-08,Batik Air,11.0,0.44375
2023-05-08,Batik Air,19.0,0.4520833333333333
2023-05-08,Batik Air,16.0,0.4489583333333333
2023-05-08,Batik Air,4.0,0.4364583333333333
2023-05-08,,3.0,0.4354166666666667
